addr,vote_option,myStake
cosmos14fqtpynvp6vcn4hwu5k6fw3rtxzp5yd55w29gr,VOTE_OPTION_YES,21322.319058999998
cosmos1m20wyugxnse56q2lfmm9txyk2fx39s6fw0rk3m,VOTE_OPTION_ABSTAIN,21018.782185
cosmos1rygf6l3swgyuy9apuuspwleqj4g0sq26fn8kf7,VOTE_OPTION_YES,21002.000289
cosmos102ruvpv2srmunfffxavttxnhezln6fnc3pf7tt,VOTE_OPTION_YES,20889.101675
cosmos1j06f2hxezhpafsdfmt37ghnf6lvz7p0qw6r03q,VOTE_OPTION_YES,20703.245857
cosmos10rsp2tdhk4pst94qx84pvgrl08mkdf62g56qh9,VOTE_OPTION_YES,20624.0
cosmos1q2xtntdw9cnsrthggayjs46ym9s05dr0wy4g25,VOTE_OPTION_YES,20282.947072
cosmos1uks7drwhwww20g838w3kjmlz4quladge3uc2w5,VOTE_OPTION_YES,20114.981389
cosmos1gfwqwjsw8ny8298d6lvx0g6um4x6q8qnyr3ppl,VOTE_OPTION_ABSTAIN,20001.000087
cosmos1wxftsh6af8hs97ep6wmm8cvfvk2hvwhmkc9cpn,VOTE_OPTION_ABSTAIN,20000.283085
cosmos1wtv0kp6ydt03edd8kyr5arr4f3yc52vp5g7na0,VOTE_OPTION_NO_WITH_VETO,20000.0
cosmos14kn0kk33szpwus9nh8n87fjel8djx0y0mmswhp,VOTE_OPTION_ABSTAIN,20000.0
cosmos1skucqnfrt2ypj9dyx6t7m6cykxw4wc9mr4hxqh,VOTE_OPTION_YES,19675.0
cosmos1wyke7dt9vkrmxyma3hxkekm33g3pdhlm2uvrex,VOTE_OPTION_YES,19528.431096
cosmos1mh5sy8y4apvetwpkrkrvj8rst9wtff3wkagr5r,VOTE_OPTION_YES,19409.994341999998
cosmos179d2p3zp0f6ckvhy5e9fh0ldfux5zsddqsaz3m,VOTE_OPTION_YES,18955.144784999997
cosmos1468e9dp3k5srkapagsse8lmss62pq4er6squjl,VOTE_OPTION_NO_WITH_VETO,18425.0
cosmos149yvqwvtccpvye28hvl896yuggm9gr70349jsp,VOTE_OPTION_YES,18278.514045
cosmos1sjvnwmvqccvl7cex837t3ayscpj6zqycr29xt5,VOTE_OPTION_YES,18153.330623
cosmos15w48fcnndw0ygz6due737udnkc9cfeffpdf65x,VOTE_OPTION_YES,18001.290166
cosmos1ax32rmtyraxnf76w3tcx6pmt7psdfgfdrmkpnd,VOTE_OPTION_NO_WITH_VETO,18000.280285
cosmos166jxmsf24hgdn9xcjanemwvkf3d6e0gmcnxfrm,VOTE_OPTION_YES,17851.076685
cosmos12dnv539p9umh6ze2jpn8n57frlsads3d6yujz0,VOTE_OPTION_YES,17629.428258
cosmos1cy7jye9jkg6k4h9wcurdcx7q4ld03m4853my3u,VOTE_OPTION_YES,17504.424431
cosmos17vv33gl7esrnulrhz943rrchs623g0aac2m756,VOTE_OPTION_YES,17316.550517
cosmos10n4lwkks9ecu6flr77erpje8rjeg5dfnz4mlte,VOTE_OPTION_YES,17179.600000000002
cosmos15snxw5v4amsedg34wqnp6zwwayzew4qx2hxjxg,VOTE_OPTION_YES,17170.883145
cosmos1ypakuerp2fz5resn74cngarknzlgj87sx3ph4k,VOTE_OPTION_YES,17152.607344
cosmos1a2z07pjj95syq2xqxr635qtlu8qpacx87prf8d,VOTE_OPTION_YES,16879.614233
cosmos10wzd0drgcpudme039j22h70dnayra75a2qatxv,VOTE_OPTION_YES,16376.302607
cosmos1c85l8j69ccge4c3gxxhlmkdy7dvhqskecjx7u5,VOTE_OPTION_YES,16154.400045999999
cosmos1p4ks5aktxq48yqmpzh8e90z6suan8zwy463ypu,VOTE_OPTION_YES,16029.290103
cosmos1c9r0dhtre0afhvvquj05e5608yhkzeat59wlwp,VOTE_OPTION_YES,16006.0
cosmos1pm2g0uer9ry5uqmrgzdq7hv0ds8r33a9qlr8rc,VOTE_OPTION_YES,16004.61
cosmos170rkxeeqsev7kgzk3wwxqa2jwyg8mlw25er7ht,VOTE_OPTION_YES,16002.219348
cosmos1peq96jqmp9anxft7plu9qp4cpz4yr2k2zc28kk,VOTE_OPTION_YES,15851.475955
cosmos1m96c3hrjsn5dvnj04qn2x9wlnd3qay8n9w7nxk,VOTE_OPTION_YES,15649.063376
cosmos136y52hdpclygud77fhacu8zau0jyc5yxvfsxyw,VOTE_OPTION_YES,15512.0
cosmos1qas2x8kpu5p57tqzw2wwqjwvkdls7n79weduxa,VOTE_OPTION_YES,15241.802032
cosmos12djujg55qa49ulzvxkjrwx7gr00ssrynz9qqp5,VOTE_OPTION_YES,15204.103422
cosmos1wvycxc9zgdmv49hz7edwqg98ayy03882k4thcj,VOTE_OPTION_YES,15197.828688
cosmos1kmqctfn8nc7etjsyplfq8g559lwrfrwmvjzv89,VOTE_OPTION_YES,15080.459944
cosmos1wtvzsrcsq5rpeahn885tk3dlg9qpaufpee63hf,VOTE_OPTION_YES,15000.888793
cosmos145vxusnjvg5w3wclx4g8jnvpjy7sqy5x3rys9n,VOTE_OPTION_YES,15000.300027000001
cosmos1ns2s5yppam6j7l5aezu9ns927g278tfvsz9jzg,VOTE_OPTION_YES,15000.300026
cosmos17740gzwqt6xwkgchq4l642csjv3kv92evmh7ac,VOTE_OPTION_YES,14980.965508
cosmos1feyavk8hte0ppjtlrdk5kllvyynw7gslnujczw,VOTE_OPTION_NO,14824.0
cosmos1m6c3svxkajv80m9svaqdnm5ph0t07xkf73x6np,VOTE_OPTION_YES,14760.68143
cosmos16hqxxuld63j5vxdd4t2pmdnkg8dfhkww40jxk9,VOTE_OPTION_YES,14593.459338
cosmos17kpdmsnf9xatuenm4jcdselh0gnsfg9jp2tepz,VOTE_OPTION_YES,14583.85179
cosmos1kx02jwsul38ydx0luc2xkjelyvez49ty9gv2ha,VOTE_OPTION_NO_WITH_VETO,14453.999999000001
cosmos1hn85yq2kfxjwfnfz3dt67yueaygx960kfhjp6w,VOTE_OPTION_YES,14277.305885
cosmos1cdrawpdr0yeaur7puleg0t3lxfcqvhtwv9yh84,VOTE_OPTION_YES,14265.337541
cosmos15lmugaqt0vhv87r0da2kscvdlej74e6d0s86ys,VOTE_OPTION_YES,14209.657829
cosmos13kc7vs947nf4aj63yzcc9a8uwmymtgscxmln7p,VOTE_OPTION_YES,14104.80301
cosmos1sm0huqu76wjug6cwkf3szft00v9v7jmgthlcqz,VOTE_OPTION_YES,13948.2
cosmos13gd97ke6erejqk2p050xkpc63jhtujreyf0fzn,VOTE_OPTION_YES,13945.334752
cosmos1ky0zedaxwt55qysxtfemfmq38hrx4d06fjh3jl,VOTE_OPTION_NO_WITH_VETO,13875.0
cosmos177yhnrfg63um7fmwv2x2kzlf3jw3rjlpus5zgv,VOTE_OPTION_YES,13809.423005999999
cosmos1hua03azt8rry4gmlx495umvd5k37qjxsa45j9v,VOTE_OPTION_NO_WITH_VETO,13638.35149
cosmos15e47t2utfx4ryweyxdpj6xlp4dtcvkx4czyrl0,VOTE_OPTION_YES,13500.0
cosmos1qc60ztmn89hzn9w8zxd77m7lcpygcjdczkrd6n,VOTE_OPTION_YES,13407.732402
cosmos1x2agfrzzhsum82hppyfyjvrk66d7n96jsphqef,VOTE_OPTION_NO_WITH_VETO,13396.984434
cosmos1wlycvce47qsnu6d8pp2stz6332u7292xcqe09v,VOTE_OPTION_YES,13359.665182
cosmos150j9auccvjdsquttx0qhawvux2m67fcxw49hy9,VOTE_OPTION_YES,13218.344309999999
cosmos1pgamxw340zsv2fgcas0mqglw8tnm4479ny2ku7,VOTE_OPTION_YES,13168.0
cosmos1my5xxs2pq0ecwnel5pc9w37qyh83azpx9ph7na,VOTE_OPTION_NO_WITH_VETO,13150.047795
cosmos1yw8nl8el8rjxl5m2hxjpssew87yvk3y5fgvu35,VOTE_OPTION_YES,12919.996289
cosmos1mk8kvqsnge6e3edpx38dqnpn39zmqlsw46fcve,VOTE_OPTION_YES,12902.541577
cosmos12swsp6274w88w4sxrhvykrz4pnqt0d70zcctjs,VOTE_OPTION_YES,12650.801477
cosmos1zrlfpn7qyumjkj389pzulldfm08c26pgydvz6p,VOTE_OPTION_YES,12453.763999
cosmos19qc25l2nwztml9nvhqpg7y55420uvg59yur42v,VOTE_OPTION_YES,12335.248242
cosmos1kerrt5dttzzx5fny38hku3p6psl4few4wy7ke5,VOTE_OPTION_YES,12104.0
cosmos1mszqfjrh2af5k3jr4r3deukgrzdylkr2sc8pg2,VOTE_OPTION_YES,12100.949978
cosmos14t74gj6wup0x7jz6azgfdkruc8p2vufcv4mvan,VOTE_OPTION_YES,12001.334037
cosmos194yny8pvr6n3dfgyd9uerpvqsxfnpdq6fggmm5,VOTE_OPTION_YES,12001.110031
cosmos16mdkrjdfjklurdvytj4fqg62vk67eeme69esh7,VOTE_OPTION_YES,11911.084735
cosmos1cd4m6ql2aqddwkne6myyn7wjxrqx5tukspa3j7,VOTE_OPTION_YES,11908.371955999999
cosmos1a4t4p7sjghppjqx6gv0c80s5xefl3xq4phngq5,VOTE_OPTION_YES,11782.746845
cosmos195lfnvs7jeevj6prn5a9ghr563s6tmzlamtp7y,VOTE_OPTION_YES,11757.466618999999
cosmos1l5pjvmxgp68u4lu9ex9qgkxr4acam425t45dce,VOTE_OPTION_YES,11649.757357999999
cosmos1uutuwrwt3z2a5z8z3uasml3rftlpmu25cufp5f,VOTE_OPTION_YES,11645.0
cosmos1se02n5r4uv8fxzlp2edy9y9jpk6dmd3rju9hk3,VOTE_OPTION_YES,11607.616859
cosmos1gv23034suxwklhr4q7fsw9dygph55ykm0xp99t,VOTE_OPTION_YES,11502.300342
cosmos145p0kql0xxqah7xg7qkhad7vzkudxdudr96sn7,VOTE_OPTION_YES,11452.221289
cosmos1c4f37lt3dzrrgy6dccmcu9amnudg2aetlwzpuh,VOTE_OPTION_YES,11300.006599
cosmos16dqm6mthxhrzpu4x8wty03dqmkx82sp97m49z5,VOTE_OPTION_YES,11153.24625
cosmos1d0aup392g3enru7eash83sedqclaxvp7vkr0y9,VOTE_OPTION_YES,11086.108603
cosmos1aq4j6gz0tcj039nn74pdfefgksnqlld030lkhf,VOTE_OPTION_YES,11000.840124
cosmos14eflcqm6rzlvauwdvw29gg2vqjmddn09e9pavk,VOTE_OPTION_YES,10893.202446
cosmos1k7elcxtuvf46lnuwy6zeuntz5q0x64cyk40taa,VOTE_OPTION_YES,10853.0
cosmos1sd2hkpjqevmqva6jvsrrc52kmdshplgyqvefny,VOTE_OPTION_YES,10730.634099
cosmos1xxlf8w73c0rrw7vr4rqservmempasrnthwwtsq,VOTE_OPTION_YES,10613.330336
cosmos1pne2ccrqeh36ap3yfv4j38pk760xxpvzvg7w43,VOTE_OPTION_YES,10485.229081
cosmos13sc66ae36a8m6zcqyg8h63t9syjeg5a7cv3nvu,VOTE_OPTION_YES,10255.694715
cosmos1lntxy0dls0yrr880rurqtpu4c4vad349afdhu4,VOTE_OPTION_YES,10254.091447
cosmos13233l280r7awmqzsn4vghknhs5jl3g7hpgpzuf,VOTE_OPTION_YES,10238.009119
cosmos18jmylp5ddfhv4gzzm0lrvk92xy9aa6x5dtk953,VOTE_OPTION_YES,10209.518662999999
cosmos10rk2v8pxjnldtxuy9ds0s5na9qjcmh5yyr5736,VOTE_OPTION_YES,10195.863645
cosmos1434zluxmfj85vwpc3stk03wrcuzrqllc88mv0d,VOTE_OPTION_YES,10179.466663
cosmos14edy0mskwzyen3g6p3w8tanzjm8e06kxdpck44,VOTE_OPTION_YES,10121.027334999999
cosmos14v5g0954l8q7kwtgt240rh229l3v6zuuvflx5q,VOTE_OPTION_NO_WITH_VETO,10120.833415
cosmos1wgdegtthkx0n5fmyt2l2xn9jchywffack25frs,VOTE_OPTION_YES,10072.625499
cosmos1pumtu9qmxw5d3wfvwfxyfj2syu3e6sw7vhq4eg,VOTE_OPTION_YES,10015.731887999998
cosmos1smqr5tp684g07aekcn0w852wqlme5mn6wgyq6k,VOTE_OPTION_YES,10012.791225
cosmos1vjqrylz87k8496r60h0a07j0wkacj4ayah4vf6,VOTE_OPTION_YES,10010.745773999999
cosmos1qmkph5dr75der7z8e7fyttrvcsl4e9rkmyj3rc,VOTE_OPTION_NO_WITH_VETO,10010.432349
cosmos1mwjykxxzf22kegskevlpcks4rskke0dle9lq64,VOTE_OPTION_YES,10003.98917
cosmos1tcleqqtpe9jnl9y5qkah9j40e99k5c5mre4z82,VOTE_OPTION_YES,10001.350693000002
cosmos1404zxd8qq40wgv2hrzsxak82f9phydey9tke57,VOTE_OPTION_NO_WITH_VETO,10001.177982
cosmos1scfamqzcd25t7fwp8lmk4qcq2gfkal9hg4gmhh,VOTE_OPTION_YES,10000.979621
cosmos1s24ht39ea9pquwa2ry3zwd4ahlq5zlj5pgakzr,VOTE_OPTION_YES,10000.880116
cosmos1ys7s8x49xev0t62mu5hw5khyv07l7p4fwyhnpl,VOTE_OPTION_YES,10000.475653
cosmos1f3sak44pkjzhhh2zjrdawufqpgdmqdd5f8d82a,VOTE_OPTION_NO_WITH_VETO,10000.346582
cosmos1ycfh3lwhatggcxnu3kmylrhy4w2sr06f8auup4,VOTE_OPTION_YES,10000.134284
cosmos19yp3j6zm9g82afwh8wqz07p4zmpxf0udk0rz2f,VOTE_OPTION_YES,10000.0
cosmos1sdx0dfjap3dm37nec8tem8anjrh3vsyfgsmhqp,VOTE_OPTION_YES,10000.0
cosmos1sdj5ye5jh5f4ac2pneynefvl02xqsq3dz30ca9,VOTE_OPTION_YES,10000.0
cosmos1477zhjwcyfezy3tye8qsd7x5yvywygn40ejqus,VOTE_OPTION_YES,9949.886457
cosmos10zs8jsstx6smrns7jvhc6n7tj3tqcz8dhtcqnh,VOTE_OPTION_YES,9799.782143
cosmos1k6l9g3ajsgy57upsvuwpwmezs6x7saqst40q7l,VOTE_OPTION_YES,9769.054557
cosmos1e0plfg475phrsvrlzw8gwppeva0zk5ygqauatt,VOTE_OPTION_NO_WITH_VETO,9678.026666
